"","carat","cut","color","clarity","depth","table","price","x","y","z"
"28845",0.41,"Ideal","H","SI1",62.6,55,683,4.77,4.79,2.99
"31855",0.3,"Ideal","H","VVS2",61.3,57,776,4.33,4.31,2.65
"47309",0.26,"Ideal","G","VS2",62.3,54,397,4.09,4.1,2.55
"1307",0.7,"Very Good","F","VS2",62.4,57,2956,5.67,5.71,3.55
"53337",0.74,"Ideal","D","SI1",62.2,57,2655,5.81,5.77,3.6
"41763",0.38,"Ideal","E","VVS1",61.9,53.7,1245,4.66,4.67,2.89
"8540",0.91,"Very Good","H","VS2",60.8,58,4430,6.21,6.25,3.79
"36714",0.42,"Ideal","E","SI1",62.1,55,953,4.81,4.79,2.98
"39837",0.38,"Very Good","E","VVS1",62.4,57,1098,4.62,4.71,2.91
"38785",0.31,"Premium","H","IF",61.7,58,1046,4.36,4.33,2.68
"630",0.73,"Very Good","D","SI1",63.9,57,2841,5.66,5.71,3.63
"50105",0.72,"Very Good","J","VVS1",60.1,58,2208,5.8,5.84,3.5
"47013",0.6,"Premium","E","VS2",62.7,58,1819,5.34,5.37,3.36
"33986",0.42,"Ideal","G","VS2",62.2,56,847,4.8,4.82,2.99
"48165",0.57,"Ideal","E","VS1",62.1,53,1942,5.36,5.41,3.34
"9770",1.11,"Ideal","H","SI2",62.7,57,4662,6.66,6.59,4.14
"30811",0.31,"Ideal","G","VVS1",61.8,55,743,4.35,4.39,2.7
"28499",0.3,"Ideal","E","VS1",62,53,673,4.31,4.33,2.68
"34402",0.34,"Ideal","H","IF",61.7,56,863,4.5,4.51,2.78
"23292",1.7,"Premium","F","SI2",60.1,58,11322,7.74,7.67,4.63
"32972",0.37,"Very Good","E","VS2",61.8,59,811,4.56,4.6,2.83
"5691",1.01,"Very Good","I","SI1",62.1,58,3888,6.38,6.44,3.98
"14802",1.02,"Premium","E","SI1",61.4,58,5956,6.48,6.45,3.97
"29131",0.44,"Ideal","E","SI2",62,54,691,4.9,4.94,3.05
"48935",0.57,"Ideal","D","VS1",61.6,55,2043,5.33,5.39,3.3
"46904",0.56,"Premium","D","SI1",61.9,58,1814,5.33,5.27,3.28
"44140",0.59,"Ideal","F","SI1",62,57,1561,5.41,5.34,3.33
"26251",1.63,"Ideal","G","VS1",61.7,55,15697,7.56,7.6,4.68
"38198",0.41,"Premium","D","SI1",60.5,60,1015,4.81,4.77,2.9
"11742",1.25,"Premium","J","SI1",62,58,5073,6.88,6.9,4.27
"15769",1.18,"Ideal","I","VS2",62.3,56,6304,6.76,6.73,4.21
"18894",1.64,"Very Good","J","SI2",62,59,7750,7.47,7.52,4.65
"36351",0.35,"Good","E","VS1",61.3,65,938,4.51,4.53,2.77
"23606",1.3,"Ideal","G","VVS2",62.4,56.1,11633,6.97,7.02,4.36
"13349",1.15,"Premium","H","SI1",62,58,5506,6.77,6.66,4.16
"2766",0.9,"Ideal","I","SI1",62.3,56,3251,6.18,6.12,3.83
"13038",0.36,"Premium","F","SI1",61.1,59,600,4.55,4.59,2.79
"42655",0.4,"Premium","E","VVS1",61.4,59,1333,4.68,4.74,2.89
"26690",0.28,"Very Good","H","VS2",61.6,57,429,4.22,4.25,2.61
"15620",1.51,"Premium","G","SI2",60,60,6266,7.45,7.4,4.48
"42236",0.54,"Ideal","H","SI1",60.6,57,1291,5.28,5.32,3.21
"636",0.95,"Fair","G","SI1",66.7,56,2841,6.16,6.03,4.06
"3256",0.91,"Good","D","SI1",64,59,3357,6.13,6.02,3.89
"50453",0.7,"Premium","F","SI1",60.5,58,2264,5.77,5.84,3.51
"9101",1.01,"Premium","G","SI1",63,58,4525,6.35,6.29,3.98
"21146",1.51,"Premium","I","VS2",61.8,59,9301,7.36,7.4,4.56
"42364",0.53,"Ideal","E","SI1",61.2,54,1303,5.21,5.25,3.2
"17382",0.34,"Premium","E","SI2",61.5,58,612,4.52,4.49,2.77
"29009",0.34,"Premium","F","VS2",61.2,59,686,4.47,4.52,2.75
"25848",1.52,"Ideal","F","VS2",62.5,55,14915,7.42,7.31,4.6
"3621",0.8,"Premium","F","VS2",61.6,58,3429,5.98,6.03,3.7
"15555",1.34,"Very Good","J","VS1",63,57,6237,6.9,7.01,4.38
"45064",0.57,"Ideal","G","VS2",60.2,59,1642,5.38,5.42,3.25
"47951",0.5,"Good","E","VVS2",64.8,58,1917,4.97,5,3.23
"33606",0.31,"Good","D","SI2",63.1,54,462,4.33,4.38,2.75
"35806",0.31,"Ideal","F","IF",61.2,56,914,4.37,4.39,2.68
"7789",0.9,"Very Good","E","SI1",62.9,56,4286,6.09,6.12,3.84
"30481",0.31,"Ideal","D","SI1",61.2,55,732,4.49,4.37,2.71
"32220",0.31,"Ideal","G","VVS1",61.8,54,789,4.38,4.42,2.72
"48748",0.8,"Premium","J","SI1",58.4,59,2016,6.12,6.04,3.55
"46116",0.56,"Ideal","I","VVS1",61.1,55,1743,5.35,5.33,3.26
"50619",0.31,"Ideal","J","VS2",62.1,53.6,400,4.36,4.39,2.72
"37575",0.41,"Ideal","E","VS1",61.3,55,990,4.8,4.83,2.95
"45019",0.54,"Ideal","H","VS1",62.4,56,1637,5.22,5.2,3.25
"43126",0.5,"Very Good","E","VS2",63,58,1386,5.07,5.09,3.2
"9938",0.9,"Very Good","D","SI1",62.4,61,4693,6.13,6.17,3.84
"53073",0.71,"Ideal","D","SI2",61.3,57,2610,5.71,5.78,3.52
"19224",1.01,"Premium","G","VVS2",61.9,59,7964,6.45,6.41,3.98
"47912",0.59,"Very Good","G","VS1",57.4,63,1915,5.54,5.58,3.19
"42164",0.53,"Ideal","F","SI1",61.6,54,1284,5.23,5.25,3.23
"49933",0.7,"Premium","H","VS2",62.2,58,2184,5.74,5.68,3.55
"49032",0.51,"Ideal","F","VVS2",60.4,56,2054,5.18,5.22,3.14
"23201",1.27,"Ideal","G","VS1",61.2,57,11206,6.97,6.98,4.27
"17528",1.02,"Ideal","G","VS1",61.4,57,7055,6.45,6.49,3.98
"50607",0.61,"Ideal","E","VS1",61.7,55,2285,5.45,5.47,3.37
"43522",0.5,"Ideal","G","VS2",62.6,57,1424,5.11,5.05,3.18
"5403",1.01,"Premium","I","SI2",62.6,55,3818,6.43,6.38,4.01
"45739",0.62,"Very Good","D","SI1",62.4,58,1700,5.42,5.47,3.4
"20159",1.21,"Premium","G","VS1",62.7,58,8616,6.76,6.85,4.27
"19318",1.01,"Ideal","G","VVS2",60.9,56,8029,6.51,6.55,3.98
"12168",1.23,"Ideal","J","SI1",61.3,54,5181,6.92,6.97,4.26
"48134",0.9,"Premium","H","I1",62.8,61,1939,6.09,6.07,3.82
"3978",0.73,"Very Good","E","VVS2",63.4,58,3511,5.68,5.7,3.61
"28539",0.3,"Premium","E","SI1",62.7,60,675,4.28,4.24,2.67
"21793",1.23,"Ideal","G","VS1",62,57,9863,6.83,6.87,4.25
"46145",0.5,"Ideal","G","VS1",62,55,1746,5.11,5.05,3.15
"22886",1.5,"Very Good","E","SI1",59.3,56,10929,7.43,7.51,4.43
"49238",0.51,"Very Good","G","IF",59.3,57,2084,5.25,5.31,3.13
"29510",0.32,"Premium","E","VS2",60.5,59,702,4.39,4.43,2.67
"37172",0.32,"Ideal","D","VS2",62,55,972,4.41,4.37,2.72
"43296",0.52,"Ideal","H","VS2",61.3,55,1401,5.2,5.24,3.2
"50761",0.7,"Premium","D","SI2",62.1,60,2299,5.71,5.73,3.55
"19614",1.5,"Premium","F","SI2",63,59,8232,7.24,7.2,4.55
"25504",1.51,"Premium","F","VS2",62.5,58,14294,7.33,7.22,4.55
"34403",0.34,"Ideal","H","IF",62,53,863,4.49,4.51,2.79
"49184",0.82,"Ideal","I","SI2",61.1,57,2075,6.05,6.09,3.71
"35479",0.39,"Ideal","F","VS1",61.6,57,902,4.7,4.72,2.9
"31635",0.3,"Ideal","H","SI1",62.1,56,450,4.29,4.31,2.67
"28065",0.31,"Good","F","VVS2",63.6,55,660,4.29,4.33,2.74
"33122",0.31,"Ideal","E","VVS2",61,56,816,4.39,4.43,2.69
"48555",0.58,"Premium","G","VVS2",59.7,59,1990,5.4,5.45,3.24
"26084",1.54,"Premium","E","VS2",62.7,58,15316,7.37,7.33,4.61
"1894",0.79,"Very Good","E","SI1",60.4,59,3077,5.97,5.99,3.61
"38119",0.3,"Ideal","G","VVS1",61.7,55,1013,4.34,4.32,2.67
"19538",1.06,"Premium","G","VVS1",61.1,58,8170,6.53,6.57,4
"6789",0.96,"Premium","E","SI2",62.6,60,4113,6.32,6.26,3.94
"38313",0.46,"Ideal","F","SI1",62.5,56,1018,4.94,4.92,3.08
"19953",1.53,"Ideal","H","SI2",61.9,57,8499,7.42,7.34,4.57
"43606",0.31,"Very Good","E","SI1",58.7,60,507,4.45,4.48,2.62
"16732",0.4,"Very Good","E","SI2",58.7,57,611,4.88,4.94,2.88
"22312",1.21,"Ideal","E","VS1",62.4,57,10351,6.75,6.83,4.24
"35781",0.32,"Ideal","F","VVS1",60.3,57,912,4.42,4.44,2.67
"10226",1.11,"Premium","I","VS2",58.3,60,4744,6.84,6.78,3.97
"3636",0.71,"Ideal","G","VS1",61.8,55,3431,5.71,5.76,3.55
"53251",0.5,"Ideal","F","IF",62,55,2645,5.09,5.13,3.17
"16146",1,"Premium","G","VS2",60,59,6451,6.54,6.46,3.9
"49768",0.5,"Premium","F","VVS2",62.3,58,2160,5.11,5.06,3.17
"19664",1.54,"Ideal","J","VS2",61.9,57,8275,7.39,7.5,4.6
"13612",1.09,"Very Good","F","SI1",62.3,57,5570,6.55,6.61,4.1
"23146",1.51,"Ideal","H","SI1",62.3,54,11163,7.37,7.33,4.58
"27753",0.32,"Very Good","I","VS1",63.1,56,648,4.4,4.38,2.77
"18992",1.41,"Premium","F","SI2",62.7,56,7817,7.21,7.15,4.5
"16792",1.04,"Ideal","F","VS2",62.1,57,6692,6.48,6.53,4.04
"14623",1.21,"Ideal","H","VS1",62,57,5902,6.79,6.75,4.19
"19931",1.54,"Ideal","J","VS2",62.7,56,8479,7.32,7.36,4.6
"6938",0.93,"Premium","D","SI2",60.6,59,4140,6.34,6.3,3.83
"7341",0.91,"Very Good","E","SI1",62.4,57,4211,6.11,6.23,3.85
"23762",1.51,"Premium","F","SI1",61.4,58,11817,7.43,7.35,4.54
"28055",0.32,"Ideal","F","VS2",61.4,57,660,4.4,4.43,2.71
"10513",1.03,"Ideal","H","SI1",62.4,56,4800,6.45,6.5,4.04
"1353",0.71,"Very Good","E","SI1",62.9,55,2964,5.64,5.68,3.56
"43530",0.49,"Good","F","VS1",63.6,59,1426,4.95,4.92,3.14
"36263",0.44,"Ideal","E","VS2",61.6,54,936,4.9,4.97,3.04
"52809",0.71,"Premium","I","VVS1",63,58,2572,5.67,5.6,3.55
"29011",0.34,"Very Good","G","VS1",61.7,60,686,4.45,4.49,2.76
"28946",0.3,"Good","G","VVS2",63.1,56,684,4.2,4.23,2.66
"18971",1.13,"Ideal","G","VS1",61,56.4,7808,6.7,6.75,4.1
"35382",0.41,"Ideal","G","VS1",61.6,57,899,4.74,4.77,2.93
"50683",0.76,"Ideal","H","SI2",63,56,2288,5.81,5.84,3.67
"19578",1.53,"Premium","J","VS1",60.1,59,8205,7.51,7.47,4.5
"19997",1.54,"Very Good","I","VS2",62,58,8537,7.38,7.43,4.59
"43485",0.53,"Ideal","F","SI2",61.7,55,1421,5.22,5.25,3.23
"46740",0.55,"Ideal","G","VVS2",62.3,53,1799,5.27,5.29,3.29
"14154",1.01,"Premium","E","SI1",62.8,58,5741,6.38,6.33,3.99
"52537",0.7,"Ideal","H","VS1",61.6,55,2530,5.73,5.76,3.54
"15581",1.01,"Good","E","VS2",60.8,63,6250,6.44,6.46,3.92
"26345",0.32,"Ideal","G","VS1",61.8,55,645,4.42,4.45,2.74
"28888",0.3,"Good","G","VVS2",63.2,57,684,4.24,4.27,2.69
"44351",0.56,"Ideal","G","VS2",61.9,55,1580,5.28,5.32,3.28
"41718",0.34,"Ideal","E","IF",62,56,1243,4.51,4.49,2.79
"49130",0.56,"Ideal","D","VS2",60.9,56,2066,5.35,5.32,3.25
"8672",1.04,"Ideal","G","SI2",60.7,57,4455,6.61,6.51,3.98
"25967",1.51,"Fair","D","VS2",66,57,15152,7.17,7.08,4.7
"3041",0.3,"Good","G","VS1",63.3,56,565,4.28,4.31,2.72
"30089",0.32,"Ideal","H","VS1",61.8,55,720,4.42,4.41,2.73
"11746",1.14,"Ideal","I","VS2",62.9,56,5075,6.71,6.67,4.21
"10699",1.04,"Ideal","I","SI1",61.2,56,4846,6.53,6.55,4
"3033",0.26,"Very Good","H","VVS2",63.4,55,565,4.06,4.05,2.57
"37106",0.38,"Ideal","G","SI1",62,55,969,4.67,4.64,2.89
"37023",0.33,"Premium","G","VVS2",61.7,59,965,4.42,4.39,2.72
"42963",0.42,"Very Good","E","VVS1",60.5,55,1365,4.85,4.9,2.95
"842",0.62,"Ideal","G","IF",60.5,57,2868,5.52,5.56,3.35
"24027",1.54,"Premium","H","IF",62.5,58,12196,7.33,7.38,4.6
"3996",0.71,"Ideal","E","VS1",62,56,3516,5.72,5.74,3.55
"31897",0.3,"Ideal","G","VS1",62.5,57,776,4.32,4.29,2.69
"49177",0.68,"Good","F","SI1",58.1,60,2074,5.8,5.91,3.4
"29720",0.31,"Good","G","VVS2",63.8,56,707,4.24,4.28,2.72
"8696",1,"Ideal","H","SI2",61.5,55.6,4459,6.41,6.48,3.96
"713",0.98,"Fair","E","SI2",53.3,67,2855,6.82,6.74,3.61
"36824",0.3,"Very Good","E","IF",61.8,54,957,4.34,4.37,2.69
"50150",0.71,"Good","E","SI2",57.8,60,2215,5.86,5.83,3.38
"28885",0.3,"Ideal","G","VVS2",62,57,684,4.29,4.32,2.67
"13902",1.18,"Ideal","H","SI2",62.2,56,5657,6.74,6.76,4.2
"16490",1.2,"Premium","H","SI1",59.5,58,6588,7.02,6.97,4.16
"50539",0.77,"Ideal","G","SI2",61.2,57,2275,5.94,5.98,3.65
"35599",0.31,"Ideal","H","VVS1",62.2,56,907,4.37,4.34,2.71
"38064",0.4,"Good","G","VVS1",59.1,61,1013,4.86,4.88,2.88
"53505",0.71,"Fair","G","VS1",65.5,55,2686,5.62,5.53,3.65
"26331",2,"Very Good","H","SI1",60.1,61,15840,8.1,8.13,4.88
"1322",0.7,"Very Good","F","VS1",60.1,58,2959,5.73,5.79,3.46
"14957",1.26,"Premium","I","VS2",62.4,58,6023,6.88,6.94,4.31
"19657",1.2,"Premium","F","VS2",62.8,62,8266,6.69,6.62,4.18
"13658",1.01,"Ideal","H","SI1",62.5,56,5589,6.38,6.45,4.01
"42505",0.55,"Premium","G","SI1",61.8,59,1321,5.25,5.2,3.23
"7766",1.07,"Premium","E","SI2",60.5,59,4284,6.59,6.67,4.01
"15981",1,"Fair","F","VS1",65.3,59,6397,6.25,6.21,4.07
"49070",0.73,"Ideal","E","SI2",59.9,57,2059,5.87,5.82,3.5
"28181",0.37,"Premium","I","VS2",61.1,59,666,4.65,4.58,2.82
"16458",1.01,"Very Good","E","VS2",60.4,57,6577,6.45,6.49,3.91
"31265",0.32,"Good","H","SI1",63.1,55,449,4.34,4.37,2.75
"21645",1.24,"Premium","D","VS2",59.3,58,9738,7.03,7.09,4.19
"46014",0.53,"Ideal","G","VS1",61.6,57,1727,5.24,5.21,3.22
"43848",0.52,"Premium","G","VS2",60.9,58,1447,5.19,5.22,3.17
"38040",0.37,"Premium","G","VVS2",62.2,58,1010,4.6,4.56,2.85
"38601",0.37,"Premium","D","VVS2",60.7,59,1038,4.66,4.63,2.82
"46060",0.62,"Very Good","H","VS2",61.8,57,1734,5.47,5.5,3.39
"22903",1.61,"Premium","H","SI1",62.5,58,10942,7.51,7.46,4.68
"15588",1.5,"Fair","H","SI2",64.6,59,6250,7.2,7.11,4.62
"48913",0.61,"Ideal","G","VS1",61.8,56,2041,5.43,5.48,3.37
"3221",0.9,"Very Good","G","SI2",63.5,57,3350,6.09,6.13,3.88
"16501",1.06,"Very Good","G","VS1",63.4,57,6595,6.48,6.45,4.1
"150",0.7,"Ideal","E","SI1",60.9,57,2768,5.73,5.76,3.5
"52738",0.71,"Ideal","I","VVS2",61.4,58,2559,5.7,5.76,3.52
"48074",0.56,"Ideal","D","VS2",62.2,56,1929,5.28,5.26,3.28
"29323",0.31,"Premium","H","VS1",61.4,61,698,4.36,4.33,2.67
"12346",1.01,"Very Good","E","SI1",63.1,58,5226,6.4,6.31,4.01
"13895",1.02,"Ideal","E","SI1",62.2,57,5655,6.45,6.41,4
"35802",0.31,"Very Good","F","IF",61.9,54,914,4.36,4.39,2.71
"4204",0.78,"Very Good","E","VS1",61,55,3564,5.94,5.96,3.63
"30195",0.42,"Good","F","SI1",63.4,56,722,4.76,4.8,3.03
"2388",0.32,"Premium","G","VS2",60.7,58,561,4.38,4.42,2.67
"42251",0.37,"Ideal","D","VVS1",62,56,1292,4.6,4.59,2.85
"37256",0.31,"Ideal","H","IF",60.8,57,977,4.4,4.38,2.67
"31115",0.42,"Very Good","H","SI1",61.1,57,754,4.84,4.87,2.96
"40174",0.38,"Premium","D","VS2",58.7,61,1117,4.77,4.74,2.79
"50027",0.73,"Premium","F","SI2",61.4,58,2197,5.83,5.8,3.57
"28218",0.4,"Premium","D","SI2",62.1,60,666,4.69,4.75,2.93
"24009",1.5,"Very Good","D","SI1",61,59,12179,7.33,7.39,4.49
"21910",1.51,"Very Good","I","VS1",60.7,60,9979,7.43,7.49,4.53
"4119",0.9,"Premium","I","VS2",62.4,58,3539,6.16,6.22,3.86
"38902",0.33,"Ideal","E","VVS1",61.8,57,1052,4.43,4.4,2.73
"38937",0.4,"Very Good","E","VS1",61.8,56,1053,4.74,4.77,2.94
"717",0.6,"Ideal","F","VVS2",60.8,57,2856,5.44,5.49,3.32
"10430",1.09,"Very Good","H","SI1",61.8,58,4784,6.58,6.63,4.08
"11435",1.09,"Premium","H","VS2",61.2,58,5005,6.63,6.58,4.03
"961",0.71,"Very Good","E","VS2",61.2,58,2891,5.71,5.79,3.52
"9581",1.08,"Premium","G","SI2",62.9,59,4627,6.57,6.53,4.12
"7307",0.91,"Premium","F","SI1",62.1,56,4204,6.24,6.2,3.86
"31695",0.36,"Premium","F","SI1",60.3,58,770,4.65,4.6,2.79
"24336",1.53,"Premium","G","VS2",61.8,59,12602,7.31,7.45,4.56
"6623",1.04,"Very Good","G","SI2",60.3,62,4084,6.5,6.56,3.94
"38888",0.4,"Premium","D","VS2",62.5,59,1050,4.72,4.66,2.93
"41098",0.58,"Ideal","I","SI1",61.4,55,1193,5.37,5.42,3.31
"38699",0.37,"Premium","E","VS2",61,59,1041,4.63,4.59,2.81
"38180",0.41,"Ideal","D","SI1",61.6,55,1015,4.8,4.78,2.95
"20046",0.4,"Ideal","D","SI2",62,55,625,4.71,4.77,2.94
"21159",1.53,"Ideal","I","SI1",62.3,56,9315,7.37,7.4,4.6
"18770",1.32,"Premium","G","SI1",60.6,58,7676,7.12,7.06,4.3
"51902",0.66,"Premium","E","VS1",60.8,59,2433,5.58,5.6,3.4
"31779",0.42,"Very Good","E","SI1",62.8,59,773,4.74,4.78,2.99
"23243",1.59,"Ideal","E","SI2",62.3,55,11251,7.52,7.48,4.67
"17495",1.27,"Very Good","I","VS1",60.6,59,7031,7.04,6.96,4.24
"50391",0.72,"Very Good","E","SI2",62.3,58,2252,5.7,5.76,3.57
"24765",1.53,"Premium","G","VS1",60.2,59,13119,7.5,7.45,4.5
"13619",1.21,"Premium","J","VVS2",60.8,60,5572,6.86,6.88,4.18
"21198",1.52,"Very Good","D","SI2",60.9,59,9343,7.35,7.4,4.49
"35325",0.31,"Very Good","F","VVS1",62.4,57,897,4.3,4.32,2.69
"11575",1.02,"Very Good","F","SI1",63.3,58,5038,6.39,6.35,4.03
"52623",0.33,"Ideal","F","SI1",60.6,56,550,4.46,4.49,2.71
"41835",0.5,"Fair","D","SI1",64.6,59,1253,4.93,4.95,3.19
"16295",1.2,"Ideal","H","SI1",62.1,56,6518,6.83,6.76,4.22
"43249",0.38,"Premium","D","VVS1",60.4,59,1400,4.7,4.71,2.84
"50858",0.72,"Ideal","I","VS2",61.6,55,2312,5.76,5.78,3.55
"38728",0.4,"Ideal","G","VVS1",62,56,1043,4.73,4.76,2.94
"34160",0.33,"Ideal","G","VS1",62.1,55,854,4.46,4.43,2.76
"28917",0.3,"Premium","G","VVS2",62,58,684,4.26,4.29,2.65
"33553",0.3,"Ideal","G","IF",62.3,52.8,830,4.29,4.33,2.69
"37473",0.42,"Premium","G","VS1",60.8,59,984,4.85,4.79,2.93
"34651",0.31,"Ideal","E","VS2",61,56,872,4.38,4.34,2.66
"16787",1.5,"Good","J","SI1",59.1,64,6687,7.32,7.43,4.36
"28666",0.4,"Ideal","F","SI2",62.1,54,677,4.75,4.78,2.96
"47744",0.59,"Ideal","G","SI1",61.3,56,1891,5.41,5.43,3.32
"46810",0.53,"Ideal","G","VS2",60.9,56,1807,5.25,5.21,3.18
"22604",1.35,"Ideal","G","VS1",62.7,57,10656,7.02,7.07,4.42
"42427",0.51,"Good","F","SI1",63.8,56,1312,5.08,5.04,3.23
"51088",0.72,"Premium","H","SI1",59.9,58,2334,5.85,5.81,3.49
"39353",0.52,"Very Good","I","SI1",63.3,55,1073,5.13,5.1,3.24
"47120",0.65,"Good","G","SI1",59.6,60.3,1828,5.64,5.71,3.38
"14046",0.26,"Ideal","G","IF",62.2,55,605,4.09,4.13,2.55
"16357",0.3,"Premium","H","VS2",62.5,59,608,4.28,4.23,2.66
"21327",1.01,"Very Good","F","VVS1",62.8,59,9474,6.37,6.43,4.02
"40496",0.42,"Ideal","F","VVS2",61.6,56,1142,4.83,4.85,2.98
"743",0.33,"Ideal","G","SI2",61.9,56,557,4.45,4.41,2.74
"8554",1.01,"Premium","E","SI2",62.5,60,4434,6.42,6.39,4
"33592",0.37,"Premium","H","VS1",60.9,60,833,4.63,4.6,2.81
"2895",0.92,"Good","F","SI2",64.2,58,3282,6.14,6.11,3.93
"21544",1.5,"Very Good","G","SI1",61.5,59,9645,7.31,7.39,4.52
"13521",1.2,"Good","E","SI2",63.3,55,5544,6.73,6.77,4.27
"1788",0.76,"Ideal","H","SI1",61.4,55,3050,5.82,5.9,3.6
"51328",0.31,"Very Good","G","VS2",62.9,57,544,4.31,4.34,2.72
"48235",0.7,"Ideal","J","SI1",60.1,59,1949,5.79,5.75,3.47
"10413",1.01,"Premium","H","VS1",61.9,57,4779,6.43,6.39,3.97
"45214",0.51,"Good","E","VS2",63.3,56,1656,5.08,5.12,3.23
"34481",0.33,"Premium","E","VS2",60.6,58,866,4.49,4.45,2.71
"47918",0.56,"Ideal","F","VS1",61.7,54,1915,5.28,5.32,3.27
"26133",1.51,"Premium","G","VVS1",62.2,58,15420,7.33,7.3,4.55
"19478",1.05,"Premium","F","VS1",62.3,55,8114,6.57,6.49,4.07
"2527",1.04,"Good","J","SI2",63.8,56,3204,6.36,6.32,4.05
"47678",0.51,"Ideal","D","VS2",61.8,55,1882,5.16,5.1,3.17
"22938",1.54,"Premium","H","VS2",61,60,10977,7.42,7.46,4.54
"20959",1.5,"Premium","D","SI2",58.7,57,9173,7.48,7.42,4.37
"3083",1.02,"Premium","H","SI2",58.3,59,3313,6.61,6.57,3.84
"52044",0.74,"Very Good","H","VS2",62.9,57,2451,5.73,5.78,3.62
"44703",0.57,"Good","G","VS2",64.1,55,1613,5.28,5.27,3.38
"42887",0.57,"Ideal","D","SI2",61.9,56,1359,5.3,5.34,3.3
"10273",1.2,"Very Good","J","SI1",61.4,59,4752,6.82,6.87,4.2
"10888",1.21,"Ideal","I","SI2",60.7,56,4880,6.86,6.91,4.18
"26377",1.5,"Premium","F","VS1",62.2,60,15851,7.3,7.27,4.53
"41497",0.37,"Ideal","D","VVS1",62,56,1233,4.59,4.6,2.85
"41743",0.5,"Premium","D","SI2",62.6,58,1243,5.04,4.96,3.13
"2195",0.9,"Very Good","E","SI2",60.7,61,3139,6.16,6.22,3.76
"22217",1.51,"Premium","H","SI1",62.3,59,10274,7.29,7.23,4.52
"38642",0.34,"Fair","F","VVS1",55.2,59,1040,4.72,4.77,2.62
"47776",0.7,"Fair","D","SI1",52.2,65,1895,6.04,5.99,3.14
"9379",0.32,"Ideal","D","SI1",62,57,589,4.38,4.42,2.73
"36659",0.3,"Ideal","E","VVS2",61.4,55,949,4.33,4.36,2.67
"36486",0.32,"Ideal","F","IF",62.5,54,943,4.38,4.42,2.75
"50196",0.61,"Ideal","E","VS2",61.7,56,2225,5.46,5.43,3.36
"49675",0.6,"Ideal","F","VS1",62.9,57,2142,5.35,5.31,3.35
"53208",0.61,"Ideal","F","VVS2",62.2,55,2634,5.42,5.45,3.38
"9480",1.05,"Ideal","H","SI2",61.8,58,4604,6.52,6.55,4.04
"22959",1.5,"Fair","H","VS1",61.7,60,11007,7.37,7.27,4.52
"1508",0.71,"Very Good","F","VS2",59.6,56,2994,5.84,5.88,3.49
"736",0.31,"Ideal","I","VVS1",62.2,53,557,4.36,4.38,2.72
"16467",1.25,"Ideal","G","SI1",62.5,54,6580,6.88,6.85,4.29
"23826",1.54,"Premium","F","SI1",60.9,59,11897,7.56,7.46,4.57
"16431",1.08,"Ideal","H","VS1",62,55,6562,6.56,6.6,4.08
"51649",0.26,"Very Good","G","VVS1",61.6,56,545,4.14,4.17,2.55
"28546",0.3,"Premium","I","VVS2",61.8,58,675,4.33,4.28,2.66
"47363",0.54,"Ideal","H","VVS1",61.1,57,1846,5.22,5.26,3.2
"14423",1.2,"Premium","H","SI1",62.2,59,5822,6.79,6.71,4.2
"4421",0.7,"Ideal","E","VS2",61.7,55,3612,5.7,5.74,3.53
"41794",0.52,"Premium","G","SI1",62.7,58,1249,5.13,5.07,3.2
"45682",0.53,"Ideal","G","VS1",61.9,55,1695,5.22,5.25,3.24
"23936",1.26,"Ideal","G","VVS2",61.4,55,12066,6.96,6.99,4.29
"25125",2,"Ideal","G","SI1",61.7,55,13675,8.11,8.07,4.99
"11077",0.91,"Ideal","G","SI1",60.8,58,4922,6.21,6.29,3.8
"39539",0.4,"Premium","F","VS2",61,58,1080,4.79,4.72,2.9
"32846",0.4,"Ideal","I","VVS2",62.4,55,807,4.7,4.73,2.94
"49303",0.32,"Ideal","I","VVS2",61.7,56,540,4.4,4.42,2.72
"31137",0.31,"Ideal","G","VVS1",59,62,755,4.41,4.43,2.61
"48326",0.33,"Good","F","SI1",61.8,62,536,4.4,4.45,2.74
"44237",0.57,"Ideal","H","VS2",60.2,59,1573,5.35,5.38,3.23
"46128",0.51,"Ideal","F","VS1",62.5,55,1744,5.08,5.13,3.19
"608",0.7,"Ideal","F","VS1",61.6,54,2839,5.75,5.72,3.53
"14261",1.08,"Premium","H","VS2",62.9,55,5775,6.59,6.54,4.13
"2315",1.01,"Premium","H","I1",58.1,59,3167,6.66,6.6,0
"25352",0.28,"Very Good","F","VVS2",60.6,59,642,4.22,4.26,2.57
"53456",0.7,"Very Good","D","SI1",61.1,57,2677,5.74,5.66,3.48
"25594",1.54,"Premium","G","VS1",61.1,56,14438,7.54,7.48,4.59
"23051",1.23,"Very Good","G","VVS1",61.2,55.8,11081,6.9,6.94,4.23
"19254",1.5,"Premium","J","VVS2",62.8,62,7983,7.25,7.22,4.54
"32698",0.31,"Premium","F","VS2",61.6,58,802,4.38,4.35,2.69
"4084",0.78,"Ideal","F","VS2",62.3,56,3531,5.91,5.88,3.67
"2004",0.81,"Ideal","E","SI2",62.1,55,3101,5.94,5.98,3.7
"49477",0.72,"Premium","G","SI2",62.6,60,2115,5.7,5.65,3.55
"49332",0.6,"Very Good","G","VS1",61.9,56,2094,5.41,5.45,3.36
"40415",0.55,"Good","J","VS2",64.1,54,1134,5.21,5.18,3.33
